Total CGPA,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system?,self-learning capability?,certifications,reading and writing skills,memory capability score,Interested subjects,interested career area,Job/Higher Studies?,Type of company want to settle in?,interested in games,Interested Type of Books,Salary Range Expected,Gentle or Tuff behaviour?,Management or Technical,worked in teams ever?,Introvert
7.4,5,1,4,6,yes,no,full stack,excellent,medium,Software Engineering,system developer,job,Sales and Marketing,yes,Action and Adventure,salary,gentle,Technical,yes,no
8.2,3,5,3,1,no,yes,r programming,medium,poor,data engineering,Business process analyst,job,Product based,no,Dictionaries,Work,stubborn,Technical,no,yes
8.077777777777778,5,5,9,7,no,yes,app development,medium,poor,programming,system developer,job,Testing and Maintainance Services,yes,Poetry,Work,gentle,Management,no,no
7.155555555555556,9,3,9,5,yes,no,hadoop,excellent,medium,Computer Architecture,developer,higherstudies,Cloud Services,yes,Dictionaries,salary,gentle,Technical,no,no
7.877777777777777,3,2,8,9,no,yes,app development,medium,excellent,parallel computing,security,higherstudies,product development,yes,Travel,Work,stubborn,Management,yes,no
8.11111111111111,5,1,7,9,yes,no,distro making,medium,medium,data engineering,testing,higherstudies,Service Based,no,Action and Adventure,salary,gentle,Management,yes,no
7.844444444444444,2,2,1,1,no,yes,shell programming,poor,poor,Computer Architecture,system developer,higherstudies,Web Services,yes,Diaries,Work,stubborn,Technical,yes,yes
7.533333333333333,7,2,6,9,yes,yes,app development,poor,medium,networks,security,higherstudies,Sales and Marketing,yes,Dictionaries,Work,stubborn,Management,no,yes
6.677777777777777,8,0,3,5,yes,yes,information security,medium,excellent,parallel computing,testing,higherstudies,Service Based,no,History,salary,gentle,Technical,no,no
7.1,1,3,2,2,yes,no,shell programming,medium,medium,cloud computing,security,higherstudies,product development,no,Health,Work,stubborn,Management,no,yes
7.377777777777777,5,4,1,9,yes,no,distro making,excellent,poor,IOT,security,job,Cloud Services,no,Poetry,salary,gentle,Technical,yes,no
8.133333333333333,1,5,8,8,no,yes,distro making,medium,medium,hacking,Business process analyst,job,Service Based,no,Science,Work,gentle,Management,yes,no
7.133333333333333,4,1,8,9,no,yes,hadoop,medium,poor,Computer Architecture,system developer,job,SAaS services,yes,Diaries,salary,stubborn,Technical,yes,yes
8.122222222222224,4,3,8,8,yes,yes,hadoop,medium,excellent,networks,cloud computing,job,Finance,no,Prayer books,salary,stubborn,Technical,no,yes
7.788888888888889,6,5,5,7,no,yes,r programming,poor,medium,programming,testing,job,Sales and Marketing,yes,Science fiction,salary,stubborn,Technical,no,yes
7.822222222222223,7,5,7,5,no,yes,hadoop,medium,poor,Computer Architecture,security,higherstudies,Testing and Maintainance Services,no,Fantasy,Work,gentle,Technical,no,no
8.533333333333333,4,0,2,2,no,no,python,medium,excellent,networks,developer,job,Product based,no,Self help,salary,stubborn,Management,yes,yes
7.388888888888888,2,4,8,1,yes,yes,full stack,medium,medium,data engineering,security,higherstudies,Cloud Services,yes,Health,Work,stubborn,Management,no,no
7.2555555555555555,5,5,5,1,yes,yes,information security,medium,poor,Computer Architecture,security,higherstudies,product development,yes,Journals,salary,stubborn,Technical,yes,no
7.966666666666667,5,3,6,5,yes,yes,python,medium,poor,Management,security,higherstudies,Cloud Services,no,Comics,salary,stubborn,Management,yes,no
8.133333333333333,7,2,3,8,no,yes,distro making,poor,poor,networks,system developer,higherstudies,product development,no,Comics,salary,gentle,Technical,no,no
8.211111111111112,2,5,4,9,yes,no,full stack,poor,poor,parallel computing,security,higherstudies,SAaS services,yes,Autobiographies,Work,gentle,Technical,yes,yes
7.877777777777777,5,3,5,4,no,yes,python,poor,poor,cloud computing,security,higherstudies,Product based,no,Trilogy,Work,gentle,Technical,yes,yes
7.2444444444444445,3,1,1,8,no,yes,python,medium,medium,Management,security,job,BPA,no,Drama,Work,stubborn,Management,no,no
7.477777777777777,2,6,5,1,yes,no,distro making,poor,poor,hacking,system developer,higherstudies,Finance,yes,Guide,Work,gentle,Management,no,yes
8.022222222222222,5,4,7,7,no,no,hadoop,medium,excellent,data engineering,developer,job,Service Based,yes,Trilogy,Work,gentle,Management,no,yes
7.955555555555556,8,5,9,4,yes,yes,app development,medium,excellent,data engineering,developer,higherstudies,Service Based,yes,Cookbooks,Work,stubborn,Management,no,no
8.0,8,4,7,3,no,yes,information security,poor,excellent,Software Engineering,testing,higherstudies,Finance,yes,Drama,Work,stubborn,Management,yes,no
7.9222222222222225,8,6,4,5,no,yes,shell programming,medium,excellent,cloud computing,developer,higherstudies,Sales and Marketing,yes,Comics,salary,gentle,Technical,no,yes
7.644444444444444,9,0,5,3,yes,no,app development,medium,poor,programming,system developer,job,BPA,no,Guide,salary,gentle,Management,yes,yes
7.866666666666667,8,2,6,2,no,no,app development,medium,medium,Computer Architecture,developer,higherstudies,product development,yes,Romance,salary,gentle,Management,yes,yes
8.1,6,3,2,8,yes,yes,python,medium,excellent,networks,developer,higherstudies,Service Based,yes,Biographies,Work,stubborn,Management,yes,yes
7.166666666666667,7,6,8,5,no,yes,full stack,poor,excellent,cloud computing,Business process analyst,higherstudies,Product based,yes,Health,Work,gentle,Management,no,no
7.588888888888889,1,2,5,5,no,yes,shell programming,medium,excellent,networks,testing,higherstudies,Service Based,yes,Dictionaries,salary,stubborn,Management,yes,no
7.8,6,4,9,2,no,yes,full stack,excellent,poor,parallel computing,Business process analyst,job,Service Based,no,Encyclopedias,Work,stubborn,Management,yes,no
7.5,8,3,1,9,no,yes,r programming,excellent,medium,Software Engineering,Business process analyst,higherstudies,Web Services,no,Encyclopedias,Work,stubborn,Management,no,no
7.5,3,4,8,9,no,yes,hadoop,excellent,excellent,programming,testing,job,Web Services,no,Prayer books,salary,stubborn,Management,yes,no
8.188888888888888,5,6,1,6,yes,yes,hadoop,excellent,medium,Software Engineering,system developer,job,Finance,yes,Poetry,salary,gentle,Management,no,no
7.322222222222223,4,0,6,7,no,no,hadoop,poor,medium,IOT,Business process analyst,higherstudies,Testing and Maintainance Services,no,Fantasy,salary,stubborn,Technical,no,no
8.155555555555555,5,1,4,9,no,yes,r programming,poor,excellent,parallel computing,system developer,higherstudies,Web Services,yes,Satire,salary,gentle,Technical,no,no
7.6,3,5,5,2,no,yes,machine learning,medium,excellent,programming,developer,job,Sales and Marketing,yes,Fantasy,salary,gentle,Technical,no,yes
7.7444444444444445,6,4,4,8,yes,no,shell programming,excellent,excellent,Software Engineering,developer,higherstudies,Finance,no,Math,Work,gentle,Management,yes,yes
7.211111111111111,6,4,8,9,no,yes,distro making,excellent,medium,hacking,Business process analyst,job,Product based,yes,Science,salary,gentle,Technical,no,yes
7.344444444444444,4,2,8,7,yes,no,distro making,excellent,excellent,programming,testing,job,product development,yes,Health,salary,gentle,Technical,no,yes
7.955555555555556,6,4,2,9,no,no,machine learning,poor,poor,IOT,cloud computing,job,Finance,yes,Self help,Work,stubborn,Technical,no,no
7.988888888888889,1,6,3,3,yes,yes,app development,excellent,medium,data engineering,testing,higherstudies,BPA,yes,Diaries,salary,stubborn,Management,no,yes
7.7333333333333325,2,6,6,9,no,yes,machine learning,poor,excellent,networks,cloud computing,higherstudies,Testing and Maintainance Services,no,Horror,Work,gentle,Management,no,yes
7.455555555555556,7,6,7,3,yes,yes,python,poor,medium,hacking,system developer,higherstudies,Sales and Marketing,yes,Poetry,Work,stubborn,Management,yes,no
7.811111111111112,9,3,5,3,yes,no,app development,medium,excellent,Management,cloud computing,job,Web Services,yes,Health,Work,gentle,Management,yes,no
7.822222222222223,3,2,2,9,no,yes,information security,excellent,poor,data engineering,testing,higherstudies,product development,yes,Cookbooks,salary,gentle,Management,no,yes
8.088888888888889,5,3,8,4,yes,no,machine learning,poor,poor,hacking,developer,job,Web Services,yes,Travel,Work,stubborn,Technical,yes,no
7.466666666666667,5,0,3,8,no,yes,app development,poor,medium,parallel computing,security,higherstudies,SAaS services,yes,Anthology,Work,gentle,Technical,no,no
7.322222222222223,6,5,6,1,yes,no,full stack,poor,excellent,Management,system developer,job,product development,no,Art,salary,stubborn,Management,yes,no
8.244444444444444,4,1,5,4,no,no,full stack,poor,poor,programming,system developer,higherstudies,Product based,yes,Romance,salary,gentle,Management,yes,yes
7.866666666666667,8,5,1,3,no,no,shell programming,poor,excellent,hacking,cloud computing,job,product development,no,Biographies,Work,gentle,Management,yes,yes
7.477777777777777,6,1,8,6,yes,no,information security,poor,medium,hacking,developer,higherstudies,Web Services,no,History,salary,stubborn,Technical,no,yes
7.722222222222223,4,4,1,5,yes,no,distro making,poor,poor,data engineering,testing,job,Sales and Marketing,no,Math,Work,stubborn,Management,yes,no
7.477777777777777,3,0,3,2,yes,no,full stack,excellent,medium,data engineering,testing,job,BPA,no,Fantasy,salary,gentle,Management,no,no
7.344444444444444,8,0,4,8,yes,yes,distro making,poor,excellent,data engineering,testing,job,Sales and Marketing,no,Horror,salary,stubborn,Management,yes,yes
7.466666666666667,5,0,1,2,yes,yes,app development,medium,excellent,IOT,testing,higherstudies,Cloud Services,no,Health,Work,stubborn,Technical,no,no
7.7666666666666675,5,3,5,7,yes,yes,machine learning,medium,excellent,Management,Business process analyst,higherstudies,Service Based,yes,Encyclopedias,Work,gentle,Management,no,no
8.377777777777776,2,3,9,4,yes,no,r programming,excellent,excellent,parallel computing,testing,higherstudies,product development,no,Anthology,Work,gentle,Technical,yes,no
7.188888888888888,7,0,6,7,yes,no,information security,poor,medium,networks,testing,job,Finance,yes,Health,Work,gentle,Management,no,no
8.2,2,5,7,7,no,no,full stack,medium,excellent,networks,system developer,higherstudies,product development,no,Childrens,salary,stubborn,Management,no,no
7.644444444444444,4,5,2,8,yes,yes,hadoop,medium,excellent,hacking,Business process analyst,job,Web Services,yes,Diaries,Work,gentle,Technical,no,yes
8.033333333333333,9,2,8,8,yes,no,hadoop,poor,poor,programming,security,higherstudies,Web Services,no,Prayer books,Work,stubborn,Technical,yes,no
7.566666666666667,1,6,1,8,yes,no,shell programming,medium,poor,cloud computing,testing,higherstudies,Finance,yes,Guide,Work,gentle,Management,yes,no
7.211111111111111,8,5,5,7,no,no,python,excellent,excellent,programming,security,higherstudies,BPA,no,Prayer books,salary,stubborn,Technical,no,no
7.4,8,2,9,5,no,yes,machine learning,excellent,poor,IOT,security,job,Product based,yes,Health,salary,stubborn,Management,yes,no
7.7333333333333325,3,0,5,4,no,yes,r programming,medium,excellent,parallel computing,system developer,job,Sales and Marketing,yes,Encyclopedias,salary,stubborn,Technical,no,yes
7.622222222222223,9,5,6,2,no,yes,distro making,excellent,poor,networks,testing,job,BPA,no,Travel,salary,gentle,Technical,no,yes
7.844444444444444,6,5,5,5,no,yes,r programming,medium,poor,hacking,security,higherstudies,Product based,no,Comics,salary,stubborn,Management,yes,yes
8.188888888888888,8,3,4,6,no,no,machine learning,excellent,poor,IOT,Business process analyst,higherstudies,Product based,no,Self help,salary,gentle,Technical,yes,no
7.288888888888889,9,6,8,6,no,no,distro making,medium,medium,programming,developer,higherstudies,BPA,no,Comics,Work,gentle,Management,no,yes
8.255555555555556,1,2,4,4,yes,no,python,poor,excellent,parallel computing,testing,job,BPA,yes,Journals,Work,stubborn,Technical,yes,yes
7.433333333333333,2,0,7,6,yes,no,r programming,medium,excellent,networks,system developer,job,Finance,no,Prayer books,Work,stubborn,Management,no,no
7.833333333333333,3,1,6,2,yes,yes,shell programming,medium,excellent,cloud computing,Business process analyst,higherstudies,Cloud Services,yes,Satire,Work,gentle,Management,no,yes
8.055555555555555,4,5,7,1,no,yes,r programming,excellent,excellent,parallel computing,system developer,job,Testing and Maintainance Services,yes,Series,salary,stubborn,Technical,yes,no
7.366666666666667,1,1,2,9,no,no,hadoop,poor,medium,networks,testing,job,BPA,yes,Horror,salary,stubborn,Management,no,no
8.11111111111111,8,5,5,3,yes,no,r programming,excellent,poor,data engineering,testing,job,Cloud Services,yes,Encyclopedias,Work,gentle,Management,no,no
7.6,3,4,4,1,yes,yes,r programming,medium,medium,data engineering,testing,job,BPA,yes,Science fiction,Work,gentle,Management,no,no
7.822222222222223,4,6,7,3,no,yes,app development,poor,poor,hacking,security,higherstudies,Web Services,yes,Health,Work,gentle,Technical,yes,no
7.822222222222223,8,2,3,8,yes,no,full stack,medium,medium,programming,developer,job,Sales and Marketing,yes,Journals,Work,gentle,Technical,yes,yes
8.033333333333333,1,0,7,6,yes,no,machine learning,excellent,poor,Computer Architecture,testing,job,Product based,no,Science,Work,stubborn,Technical,no,yes
7.188888888888888,8,0,6,4,no,yes,machine learning,poor,medium,Computer Architecture,cloud computing,higherstudies,Finance,no,Drama,Work,gentle,Management,yes,no
7.9222222222222225,7,6,6,2,yes,no,r programming,medium,excellent,Software Engineering,security,higherstudies,product development,yes,Autobiographies,salary,stubborn,Management,yes,no
7.3,2,1,6,9,no,yes,app development,poor,medium,Computer Architecture,testing,job,Testing and Maintainance Services,no,Cookbooks,Work,gentle,Management,no,no
7.477777777777777,5,3,2,7,no,no,r programming,excellent,poor,networks,cloud computing,higherstudies,Testing and Maintainance Services,no,Drama,Work,stubborn,Technical,yes,no
7.466666666666667,7,1,7,1,no,no,distro making,excellent,poor,parallel computing,cloud computing,higherstudies,BPA,no,Guide,salary,gentle,Management,no,yes
7.966666666666667,9,4,5,2,no,yes,python,medium,excellent,hacking,cloud computing,job,SAaS services,yes,Travel,Work,stubborn,Technical,yes,yes
7.722222222222223,4,4,3,8,no,yes,machine learning,excellent,poor,cloud computing,cloud computing,job,Testing and Maintainance Services,no,History,salary,gentle,Technical,no,yes
7.644444444444444,6,5,2,8,yes,no,distro making,poor,poor,programming,security,higherstudies,SAaS services,no,Series,Work,gentle,Technical,no,yes
8.344444444444445,3,6,7,8,yes,no,python,medium,poor,cloud computing,developer,higherstudies,Finance,yes,Religion-Spirituality,salary,gentle,Technical,no,no
7.888888888888888,6,6,6,7,no,yes,full stack,poor,medium,parallel computing,testing,job,Testing and Maintainance Services,no,Anthology,Work,gentle,Technical,no,yes
7.866666666666667,8,0,8,2,no,no,python,medium,excellent,Management,Business process analyst,higherstudies,BPA,no,Journals,Work,gentle,Management,no,no
8.433333333333334,7,0,9,4,yes,yes,app development,medium,excellent,IOT,security,higherstudies,Cloud Services,yes,Science,Work,gentle,Technical,yes,yes
7.488888888888889,9,4,2,7,no,yes,hadoop,medium,excellent,Computer Architecture,developer,higherstudies,Finance,no,Poetry,salary,gentle,Technical,yes,no
7.877777777777777,1,0,6,9,yes,no,shell programming,poor,excellent,parallel computing,security,higherstudies,product development,no,Math,salary,stubborn,Technical,yes,no
7.555555555555555,6,1,8,1,yes,no,r programming,excellent,poor,IOT,Business process analyst,job,Product based,yes,Encyclopedias,salary,gentle,Technical,yes,no
8.1,8,2,6,6,yes,yes,app development,medium,poor,networks,testing,higherstudies,Finance,no,Poetry,Work,gentle,Management,yes,yes
7.211111111111111,1,6,9,4,no,no,shell programming,poor,poor,Management,developer,job,BPA,yes,Health,salary,gentle,Management,yes,yes
7.8,5,4,8,4,yes,yes,python,excellent,medium,networks,developer,higherstudies,Cloud Services,no,Biographies,Work,gentle,Technical,yes,yes
